SquareFootage,Bedrooms,Bathrooms,Price
1803,1,2,361527
1943,2,4,432339
2193,3,3,457542
2090,2,3,432101
2328,4,3,493474
1938,5,4,469177
2042,5,4,466278
2006,5,1,397061
1792,1,2,357628
2284,2,3,442633
2423,6,4,538207
1978,1,3,419335
1754,2,2,358286
1458,5,2,378186
2177,2,3,443339
1498,1,1,304173
2079,4,4,456784
2065,4,4,450708
2533,6,1,502540
2693,4,1,518331
480,1,2,174046
1899,4,1,386893
949,6,2,294864
2580,1,4,514305
1988,4,4,445281
2575,5,1,517171
2129,3,2,441284
1324,2,1,289450
1516,1,4,332325
1932,6,2,413917
2284,4,3,489398
2028,2,2,397814
2088,6,2,453797
1821,3,2,391739
2564,5,4,535145
2073,3,2,422365
2024,5,2,441958
2147,5,3,471861
1792,2,4,398807
1824,5,3,421609
2240,5,1,453317
2388,6,1,482709
2440,4,3,506873
1902,6,4,443096
2061,3,1,406017
1696,2,1,345314
2393,1,2,450845
1527,6,2,378811
2111,6,1,462104
2439,1,1,431574
2062,4,3,433756
2150,5,1,424643
1863,5,4,439285
1073,3,1,262700
1663,4,1,354704
2022,1,4,421454
1655,2,3,356691
2242,6,4,512817
1267,5,3,321210
1031,3,2,261529
2347,1,2,434878
1844,4,3,411144
2173,5,2,432678
1739,6,1,378623
2282,1,4,462533
2678,2,4,530697
2714,5,2,535959
1676,4,4,410031
1789,4,1,361716
2085,6,1,433165
2935,2,3,555218
1423,2,4,344381
1427,1,3,316466
2434,1,2,461750
1667,2,1,344125
2329,4,4,483792
1707,3,1,357796
2176,2,2,411618
1745,6,1,396780
1497,1,1,306710
2073,2,3,420011
1393,6,3,364950
2228,6,1,457954
1882,2,2,376187
1319,5,2,320961
2149,4,4,483601
2139,6,2,470777
823,4,3,265898
1974,6,1,416360
2004,4,4,432128
2046,1,3,431624
1090,1,2,259278
2176,4,2,437787
2256,4,1,430900
1531,2,4,358226
1300,1,2,282035
1510,4,4,392264
2064,5,4,481751
1381,5,3,357430
1323,5,3,338792
3049,1,1,523379
1997,5,4,482233
1844,1,2,394653
1664,6,3,395899
1788,6,3,425966
2900,6,4,606286
2408,3,2,465506
3193,2,2,586583
2195,6,3,476493
1521,5,4,383592
2135,4,1,425975
2274,2,2,437509
2306,4,3,486820
1778,3,1,357839
2901,5,4,588335
1365,6,4,366617
2169,5,2,434932
1853,1,1,343892
1611,4,3,394231
2123,6,1,438357
2628,3,1,491236
2201,1,4,462814
2136,5,3,451516
990,1,2,247510
2460,2,1,455133
1796,5,3,408171
2267,2,3,459629
2460,1,1,426632
2096,3,4,447747
999,1,1,218179
2708,2,3,520380
2902,3,2,545360
2406,2,4,498505
1636,2,3,374608
2614,2,4,535348
1858,1,2,371619
1966,2,4,422367
2598,3,4,539955
2323,4,2,460898
823,6,4,296333
2103,3,1,427678
2592,2,4,522954
1318,1,3,300397
2488,4,1,468866
1165,6,1,302733
1892,1,1,360253
2270,5,3,494770
1873,2,2,377166
2588,3,4,559235
1292,3,1,282457
2407,3,2,460465
2026,4,1,426424
1573,1,4,345773
2219,2,4,452553
1964,1,4,419556
2739,3,2,524295
2291,5,3,497619
2206,4,2,441738
1663,6,4,422562
2073,6,3,463325
1712,5,3,412295
1968,6,2,410900
2622,6,4,563443
1857,2,1,358195
1276,2,4,321982
2247,2,4,464605
2393,3,3,489459
2794,1,2,513037
2432,4,2,492723
1864,2,4,402225
2130,4,3,449150
2194,4,3,449537
2217,2,2,428541
762,2,4,238987
1713,4,1,358931
2238,4,2,465087
2549,3,3,510168
1682,2,3,365703
1792,5,4,421335
1880,3,2,396138
1932,1,1,362989
2427,5,3,510031
1630,1,3,343084
2432,4,1,472729
2709,5,3,556288
1803,1,1,335032
1785,1,2,361837
2078,1,1,390988
1706,2,2,380642
1956,1,4,409008
1265,5,4,355414
2427,3,3,492861
2831,5,2,561243
1663,3,1,340261
1176,6,2,310743
2460,4,1,465962
1790,4,1,369674
1666,3,2,362495
1939,5,3,434481
1389,2,4,338575
2241,5,3,482259
1367,4,2,323337
1407,1,1,290957
1401,5,4,377296
2081,5,2,443100
1093,6,2,320282
3044,4,3,589226
1812,1,1,357935
941,6,2,299059
1469,2,1,307483
2299,1,4,468250
2674,2,2,494069
2081,4,2,442961
2042,1,1,377521
1234,4,1,296296
2744,3,1,522239
2277,4,1,455464
2160,1,2,421755
2008,1,1,372985
2265,2,3,450756
1599,6,2,386807
2469,5,2,497550
2401,3,1,460513
1950,3,3,418582
1863,2,2,393197
920,3,3,289601
1133,5,3,311284
2272,5,1,460916
2452,5,2,509903
2535,5,3,547026
1326,4,4,358760
3146,1,3,581496
2500,6,1,498148
1713,6,2,397203
2081,3,3,447011
1151,6,4,356223
1691,1,2,359011
2269,2,2,421542
2031,4,2,421973
2871,4,3,571583
1260,5,1,314156
1941,2,2,380007
1431,5,3,354982
2767,2,4,544330
2132,4,3,468665
2004,5,1,420307
1933,5,2,411335
1561,6,4,411611
2599,2,1,459379
2085,6,3,470582
2122,1,4,438065
2291,2,4,468386
1569,1,2,330056
2997,5,3,607519
2784,5,4,585476
1982,3,3,428243
1849,5,3,405322
2319,4,1,443416
2560,4,1,511144
2875,1,3,550063
2322,2,2,431739
2068,2,2,400911
2068,6,3,457652
1059,2,1,241642
1784,1,4,376318
2180,2,4,452616
871,1,1,213421
2089,3,4,461434
1593,3,4,384690
2788,6,3,554608
1857,1,4,399559
1868,4,2,402506
1931,3,2,400708
1997,3,2,412510
2396,3,3,481927
1827,4,1,369573
2011,5,3,441043
2399,3,2,477807
2004,4,1,409192
2327,4,4,510133
1777,6,3,406588
2175,2,1,413226
2654,1,2,485461
2301,1,2,428533
1064,6,1,298145
2277,2,1,408370
1423,2,4,356806
1537,2,3,331786
2245,4,1,437448
1515,2,4,357446
1445,3,1,293462
1998,6,1,428805
1693,1,3,338996
1185,2,1,261715
2277,4,3,483805
2492,4,1,471342
2452,6,3,522347
1550,3,3,359287
2205,1,4,453043
1752,3,1,347243
1366,1,3,297188
1626,6,2,396574
590,5,4,242722
1471,6,2,362341
1266,3,1,268127
2101,6,4,476891
2145,3,1,415391
1155,4,2,299074
2413,4,1,478579
1696,1,4,377750
1465,2,1,302624
1104,5,4,322052
1599,6,4,391138
1930,3,1,383383
2497,3,3,476655
1947,1,1,378385
1842,6,2,403305
2290,4,2,479572
2070,4,2,435543
1247,3,2,316018
1781,2,2,367487
1712,4,4,397008
1925,5,3,434239
1762,2,3,387662
1596,1,1,304692
2732,3,3,549228
1977,5,3,442921
2238,5,4,486750
1941,1,4,402928
2407,6,3,495045
1954,5,3,437117
2486,2,2,458582
564,3,3,215496
2049,4,3,453982
2130,5,1,431724
2152,3,1,422029
1458,2,3,324980
1638,6,3,395542
1478,3,3,353421
2243,6,3,500337
2452,1,3,488860
1178,3,1,275030
2102,2,4,442186
1567,5,1,350971
2873,4,4,586197
2281,1,4,455743
1824,1,3,387931
1932,1,2,391846
2648,5,4,550686
2028,3,1,398548
1105,4,2,290725
2758,5,3,545547
2406,2,1,439539
1731,6,4,436945
2300,3,3,490858
1693,5,3,403509
1679,2,4,378852
1939,2,4,428559
2300,2,4,488663
2235,2,3,460358
2469,4,3,524561
2237,4,4,470411
2726,5,2,554401
2862,6,3,591271
2151,6,4,497465
1831,2,3,378006
1910,3,3,420158
1037,6,4,316799
2010,2,4,437507
1691,6,4,439043
1647,6,1,390951
1981,5,1,425764
950,5,1,262371
1910,1,1,344180
2102,4,2,430404
1232,4,1,288043
2677,5,1,517779
2221,1,2,415706
2645,1,3,493445
2217,3,3,457242
2180,2,1,404010
2761,5,4,563691
2657,3,1,492624
2970,1,2,540055
1937,1,1,380720
1602,1,3,339481
1421,1,1,281299
1511,5,3,358617
2339,3,1,444572
3363,4,1,618749
2754,6,2,551215
1910,3,4,432490
2383,3,1,467499
1723,5,4,440167
1754,3,4,400297
1482,3,3,351181
1516,3,1,307605
2277,6,1,467423
2741,6,4,587185
2520,6,3,539417
2728,2,1,499113
2391,5,2,476922
1982,1,1,372507
1737,3,1,365406
2288,4,1,438061
1160,5,4,331132
1697,4,3,390023
1606,4,2,369997
2622,2,1,479303
1311,1,4,321833
2464,4,4,508954
2193,3,3,465468
2199,3,3,468420
1766,5,2,405276
1268,1,1,262963
2250,4,4,493717
2442,4,2,484156
2248,6,4,507417
1927,1,3,381536
1431,6,2,346114
1688,1,2,355755
2225,3,4,472112
1604,6,4,406518
1519,3,2,342089
1276,5,4,365560
2267,5,1,440988
2257,4,2,441948
2577,3,1,482140
927,5,3,281961
2585,5,1,505465
2556,6,2,525917
2604,3,2,509095
2059,5,3,456928
2110,4,1,433486
2108,5,4,476883
1543,5,2,357118
1564,1,1,301675
2112,3,1,403035
1875,4,4,442813
2358,2,2,456707
1821,3,4,397838
1265,4,1,286820
1288,1,4,316394
1619,3,2,341475
2363,1,4,472991
1740,1,1,329484
2149,4,3,459615
1163,4,1,287382
2081,2,4,453332
2018,1,2,380642
2595,6,4,537440
2077,1,2,402569
2381,1,4,472402
2972,5,2,579512
2019,6,4,473168
2766,2,4,543210
2061,6,4,486143
1732,5,3,392418
1945,5,4,452270
1746,2,1,358358
1764,4,4,432187
1713,5,3,391899
1848,4,4,418376
2355,4,4,504783
1149,3,3,289896
2143,1,2,423386
2060,6,1,436186
2692,2,2,489759
1817,5,3,402045
2565,2,2,465362
1570,5,3,391053
1772,6,4,447842
2208,3,3,452697
2303,3,1,429855
1867,4,1,388243
2111,1,2,419469
1917,1,3,404155
2395,4,1,468015
1926,3,2,406591
1888,6,4,449063
2495,3,3,504026
2105,3,3,425727
2334,5,3,506430
3249,2,1,570414
1007,3,4,286270
1486,2,3,341838
1536,2,4,364430
1573,2,1,331506
2711,2,4,544888
666,1,3,204874
2240,1,2,415430
1233,4,2,312026
2012,6,1,418404
2129,5,2,431320
2453,1,2,463467
1867,1,2,370968
1913,1,2,372722
975,3,4,283992
3140,5,4,644894
2153,5,3,460033
2219,6,1,461351
2536,2,3,500693
1966,1,4,426603
2211,3,4,469798
2357,2,4,491495
1262,3,2,283566
2265,6,3,493231
3037,1,2,553335
2873,5,4,592033
2766,2,2,506808
2955,2,2,538942
1370,4,4,331288
1737,5,3,389020
1544,3,3,361466
3747,5,4,719213
2121,2,1,393297
1292,2,1,284594
1449,2,2,305475
2053,3,4,446387
1318,2,1,290673
2934,2,3,556378
2395,5,1,487578
2156,4,1,417418
1473,1,4,347235
1339,4,1,298219
2174,3,3,447081
2068,1,1,395311
1358,4,3,345364
1973,1,4,399893
1974,6,1,421856
2369,1,1,415871
3053,5,1,582397
960,1,3,262948
2400,4,4,510616
1651,2,4,358127
2210,5,2,464240
2065,3,3,433381
2250,2,2,430174
1378,2,1,292254
2484,2,3,484824
2020,5,2,434631
2695,4,4,567332
2796,3,1,499516
2118,1,1,389379
2494,5,4,528571
2451,5,2,505761
2669,5,3,552460
2633,3,4,537168
1418,4,1,312777
2139,1,4,439848
1305,5,4,360117
1739,2,4,375388
1759,5,1,394677
2292,2,1,427407
1884,4,1,385590
1920,2,1,374488
2499,1,3,484311
2439,3,2,485735
2137,6,2,448719
2374,6,1,466018
2322,3,1,445176
2982,6,1,563177
1895,4,3,415989
1624,4,2,368144
2101,3,2,417224
1524,2,1,333413
1816,1,2,354906
2225,1,3,420288
1746,2,4,379630
1885,3,4,436269
1863,4,4,428966
1783,6,1,406444
1451,6,1,332441
2506,5,2,497852
2685,5,2,530217
2475,3,2,488956
2471,2,1,467588
1792,1,2,366303
2087,2,4,437128
1610,3,1,320547
1932,3,3,404996
1977,6,1,415146
1307,2,2,290013
2066,2,1,379954
1734,4,1,371615
2132,5,3,466925
1882,3,3,407086
2173,4,3,450902
2348,2,3,480726
1373,2,2,305348
1840,3,3,390132
1676,4,4,398807
2589,3,4,530714
2848,2,1,510856
2021,1,4,426861
2202,4,2,442821
1263,5,2,295177
2151,5,1,437197
1870,1,4,394478
2679,4,4,549259
1886,2,2,376495
1589,1,3,342620
1328,6,3,373422
2090,2,2,420772
1728,5,1,365127
2608,4,2,538906
2316,3,2,449175
1949,3,3,399679
2313,6,3,482184
2871,2,2,540817
1420,6,2,358628
1682,1,3,367468
2970,4,3,575499
1622,6,4,403582
2331,4,1,448744
2593,1,2,462154
1992,3,2,410877
2344,1,3,454130
1853,6,3,418228
2908,1,4,546796
1779,4,3,386663
1522,2,1,313270
2444,4,2,479601
2354,4,3,487867
2074,1,1,403591
2016,2,2,393633
1752,5,3,397959
1632,5,1,369416
1697,1,3,347933
2156,2,3,450643
1896,2,2,383172
1254,2,2,282095
1789,2,3,377130
1893,2,2,386471
2254,4,4,473988
2146,4,1,441704
2877,2,3,550978
1510,6,2,369027
2276,1,4,446683
2317,4,1,454782
2139,6,3,465139
1851,6,4,459574
1658,4,3,405616
1979,4,2,423503
1106,6,1,298874
1538,6,2,373813
1512,5,2,360790
2251,2,1,415628
2312,2,1,429096
1463,2,2,317996
1346,3,4,340261
1268,2,2,296416
2488,4,3,501144
2457,4,3,492330
2324,4,4,496056
2751,4,4,574214
2888,3,1,542240
1503,1,1,305833
1802,5,1,365739
2390,2,4,459865
619,3,2,208451
1874,6,3,424758
2481,1,2,460747
1825,6,4,445853
2365,4,1,469447
999,4,4,295203
2142,1,1,381258
1769,2,1,351048
1887,3,2,392224
1526,5,3,353696
2799,5,3,556395
2034,5,3,459490
2072,6,1,450971
3030,1,4,575099
1537,1,2,320232
2069,6,2,449394
1659,3,1,351895
1635,1,2,332409
2153,6,2,461520
1859,2,3,397779
2989,3,4,604911
2891,4,2,571112
1918,3,3,408697
1229,5,2,319613
1854,2,2,380090
2523,5,4,524565
1556,1,3,318899
2802,2,1,502856
2290,6,1,452642
1414,1,3,299532
1669,1,1,330571
1740,6,2,406578
1596,3,1,328592
1427,2,1,293312
1712,6,3,419237
1809,2,3,383800
2649,6,3,564456
2219,2,1,431175
2249,6,4,510713
2174,5,4,487223
1601,5,1,367552
2573,5,4,543063
1782,6,4,437279
1832,6,3,412065
2189,1,1,421825
3249,2,2,578167
1717,1,4,380884
1185,2,2,263310
2144,6,2,481104
2341,1,2,449682
1782,2,4,392738
1703,1,4,365854
1364,5,3,359800
2168,4,2,454071
2972,3,4,585196
2856,4,1,531275
2150,5,4,458754
1791,2,4,415299
2190,2,2,438223
1837,1,4,384503
1679,6,4,413708
2081,6,4,460209
2638,5,4,552372
1905,4,1,409482
1899,1,3,407707
1867,4,4,435292
2396,3,1,474482
2426,2,4,494648
1461,2,4,352854
1911,2,2,379599
2553,2,2,484834
1832,2,4,401589
2696,3,4,545007
2343,4,2,474887
2878,1,3,527970
1844,2,2,387170
2350,2,4,475635
2366,4,2,461968
2538,6,2,537254
2176,1,3,426641
2556,4,2,515422
1684,6,3,417171
1972,4,4,448776
1255,2,1,283735
1865,3,1,367792
1574,6,2,385944
2165,4,1,444026
2493,5,3,517019
2282,6,2,478826
2390,1,3,468998
2047,2,4,436990
1929,4,1,393966
1413,2,1,307088
1037,6,1,278297
1246,5,1,288659
1668,1,4,362552
2456,5,3,529030
1385,4,2,317999
1589,4,2,359679
1764,2,4,393017
2644,3,2,495587
1980,2,1,399091
2067,3,4,450032
2205,1,4,466854
2697,6,3,545646
2041,4,1,399439
1117,6,3,301421
2063,2,3,419646
2720,3,3,548304
2320,1,2,439850
2107,1,3,421972
2176,3,3,462262
1081,1,2,265676
1011,5,2,294503
2447,1,3,479283
2642,6,2,532315
1685,3,4,389256
2096,4,1,427313
2310,3,4,480444
2830,6,1,557813
1960,2,2,390696
2368,5,2,492826
2996,4,2,579498
1859,5,1,395850
2032,3,3,419897
1447,6,1,335019
1472,1,2,289828
2437,3,4,503697
2596,6,2,528378
2581,2,1,485096
1483,6,1,341892
1897,5,4,441922
2239,6,3,482844
861,2,4,270971
2228,2,4,482094
2940,5,2,566938
2568,5,2,521491
794,6,2,263619
2198,4,3,455442
2107,4,1,430511
2135,5,2,465724
2053,4,2,428311
1836,3,1,367775
837,2,1,217912
2155,2,4,450765
2313,1,2,430562
1722,5,1,379761
2629,5,1,504211
1179,1,4,300467
1137,6,3,316795
2042,2,1,374563
1659,6,2,391200
2486,6,3,537208
1786,2,2,377499
2679,1,2,476709
1638,3,4,372675
2071,6,3,469653
1007,1,2,233054
1973,3,3,432222
2036,1,3,403020
2604,1,1,469265
1244,5,2,320130
1858,4,4,444402
2726,2,4,541924
2792,6,2,575288
1582,5,1,362060
1657,5,4,409104
1150,2,4,302350
938,6,4,312123
1805,2,3,384566
1677,4,3,393602
3030,1,1,539020
2173,2,1,399058
1895,1,3,391595
2327,5,3,482944
2514,1,1,468709
2606,3,4,531107
2129,4,3,452992
1988,3,1,369239
2079,1,4,434724
1970,6,1,424350
1735,4,1,365778
2521,2,4,514266
1903,4,3,410269
1492,4,4,365785
2010,6,1,439545
2358,1,3,444955
1272,3,4,343147
1865,4,1,402202
1598,6,4,407713
3091,5,4,614971
2045,4,4,450371
2776,5,3,545107
2122,4,1,427630
2166,2,2,415142
1969,5,4,447592
1888,1,2,385158
1963,6,2,447837
1671,6,2,385626
1994,2,2,400189
1188,4,1,290846
2086,5,3,441190
1397,2,4,337228
2047,1,1,387189
2160,4,3,449025
2708,1,1,465482
2158,6,2,452640
1866,5,2,395093
1685,6,3,415099
2358,5,4,509766
1950,1,4,440967
1623,3,4,399421
2076,1,3,412322
1071,3,4,304239
2039,1,3,413805
1609,1,4,373998
1836,3,4,419018
2997,1,3,558673
1757,1,4,394034
2394,3,4,497894
2524,1,4,511844
2426,1,1,433616
2185,6,3,487146
1446,3,1,305396
1674,5,2,375636
1417,2,2,303101
1824,5,4,441745
1829,1,3,363092
1543,2,4,373776
2273,5,4,496959
1753,2,2,361291
1818,3,4,406242
1215,5,1,293995
2034,3,3,423922
1952,5,1,399178
1700,4,3,406783
2190,4,4,459771
2059,2,1,403187
2293,3,1,436352
2316,5,1,477066
2357,1,3,452934
2834,6,1,545643
2064,2,3,437843
1526,2,4,355400
1785,4,4,425432
1798,5,2,414977
1540,2,3,351218
743,1,1,200074
2115,2,3,431137
2016,2,1,386338
2956,5,1,552956
2925,4,3,575626
2339,2,3,466641
2281,5,4,503767
1585,1,4,362781
2094,4,3,445763
1941,2,4,409010
2072,2,1,389791
1615,6,4,422114
2209,5,4,494770
1315,1,1,289093
3517,1,4,666659
2723,1,3,494714
2663,6,1,517376
1362,1,3,313964
1189,4,3,318527
2137,1,3,417829
1847,6,4,440819
2923,6,2,580092
2313,6,2,488748
1979,4,1,413337
2739,3,3,537345
2091,5,3,457595
2114,6,2,459829
2521,3,1,473637
1661,2,3,361535
2509,5,3,501672
2283,4,1,450613
1539,3,3,352127
2979,3,2,552490
1771,4,3,390731
1182,1,1,263517
1611,4,1,334259
1482,5,2,357942
2097,2,1,387001
2811,2,1,489462
2124,2,4,447157
2792,4,3,556166
2533,4,4,520252
666,6,2,217735
2449,6,4,543045
1709,6,2,388465
2256,5,1,458091
1971,3,2,398530
3393,4,4,660665
2218,1,4,465420
2291,2,3,438475
2539,5,1,490318
1255,4,3,327102
2541,4,4,533350
1892,5,4,462564
1654,3,2,356454
2410,4,3,511044
1255,3,1,285603
2469,1,3,472014
1921,3,4,424280
1949,6,4,469489
877,5,2,254256
2450,2,2,466711
2123,6,4,488377
1766,6,2,397304
1536,3,4,367376
2390,2,3,479929
2174,6,1,444903
2002,4,4,445722
1505,1,3,326626
2151,6,1,454342
2121,1,1,391746
2657,1,1,476706
1401,2,3,323303
1642,5,3,416147
2971,3,2,558311
2095,3,2,414208
2126,4,3,458020
2482,4,1,474090
2906,1,1,517394
1419,5,4,367981
3090,4,3,597031
1978,4,3,430295
2131,2,1,399884
2030,4,2,419562
2748,1,3,510678
2479,6,4,535961
1927,2,3,405827
1436,1,2,288918
1878,5,2,420564
1331,5,1,295192
2445,3,2,464890
1660,4,1,368242
1948,2,2,400530
2586,6,2,506435
2403,4,4,491115
2191,3,4,475357
1602,5,1,355536
2242,3,3,455755
1602,1,4,367991
2247,4,2,455915
1346,2,4,320002
2603,6,2,520829
2099,4,3,454920
1993,1,2,393522
2195,5,1,446364
1942,5,4,442785
2034,4,1,413119
2645,3,3,519778
2528,6,3,519566
2356,5,4,495763
2125,4,2,429970
1841,5,3,425107
2536,5,4,556447
1544,2,3,336702
2891,1,4,546195
2355,2,3,475351
2590,6,2,522150
2233,5,2,459191
1938,1,1,370405
2474,1,1,444352
1296,2,3,301673
1705,5,3,396030
1904,1,2,370998
1309,4,1,298076
2318,1,4,481457
2632,2,2,489488
1145,6,4,351565
1792,4,1,350143
1915,5,3,426642
2161,3,2,433708
2427,5,4,529321
1860,2,4,414286
2470,5,1,493858
2044,4,2,420566
1698,5,2,384240
2115,1,2,400140
1368,4,4,366156
1872,6,3,435687
1912,3,2,408859
1697,4,3,389428
3266,4,4,651792
2650,5,4,557455
2099,5,3,453487
2213,3,4,479150
2258,2,1,433942
2312,2,2,457286
2781,1,1,506213
2463,5,2,492321
1007,2,3,252204
2416,3,1,470657
1581,5,4,412017
1722,3,3,388418
2490,1,2,470416
1068,6,1,289237
2856,1,1,498712
2408,4,1,460364
2166,4,1,422431
2416,6,2,518884
2574,4,3,519630
2111,4,4,453313
2387,6,3,517737
1510,3,2,333445
2405,1,2,435401
2303,3,3,455696
2719,3,3,550278
2087,1,3,410574
2153,3,1,403136
1538,5,1,341433
1999,2,3,420633
2305,6,2,480724
2353,2,1,421323
2856,2,4,548853
2230,3,2,446475
1953,3,1,394862
2278,1,3,448158
1721,6,2,400366
2662,1,3,518502
1653,6,2,405435
1797,2,2,380581
1462,2,4,344464
2041,1,2,384249
2322,5,2,479145
2826,6,2,574425
1971,2,2,391311
1887,2,2,380401
665,4,2,224561
2111,3,2,429439
2013,4,3,434150
2007,6,4,465049
2752,3,4,555290
2273,3,2,443737
1791,4,2,386555
1547,1,2,313805
1421,5,4,369828
1777,6,2,407626
2187,5,4,480760
945,3,4,284656
1932,2,1,348657
2400,2,2,458392
1482,4,4,374677
1910,4,2,402327
1504,4,1,338470
645,2,1,195453
1599,4,2,337723
1468,3,4,362908
2387,2,3,476734
2240,5,3,472616
1479,6,1,345089
2646,4,1,497723
2362,5,4,515216
1871,4,4,418924
2165,2,1,415193
1527,3,4,357587
769,6,3,273579
2045,5,1,420335
1317,6,3,369094
1886,5,4,460529
2205,6,1,456878
1028,3,2,252903
2103,2,3,435911
2413,6,1,493218
960,1,2,230220
2352,4,3,483726
2949,2,2,541842
1872,3,2,382256
2370,5,4,519280
1497,4,3,355158
2460,6,3,521992
2255,3,2,471909
2108,6,4,499072
2080,3,4,445474
2197,3,4,470089
1967,6,1,418808
1513,2,1,308366
1926,3,4,430434
1976,6,3,458879
1413,5,4,360940
1944,2,2,398111
1969,1,4,426809
1739,3,3,403602
2176,1,3,449215
2294,3,1,440199
1668,6,2,380359
2074,6,2,452153
2454,6,2,512537
1494,5,4,381472
1168,4,4,321863
1529,5,2,354359
2263,6,3,480905
1771,3,1,357602
1380,3,2,306234
2634,3,2,485464
1409,1,1,285192
1914,3,3,405192
2368,3,3,468062
2335,5,2,479722
2208,1,1,405552
1666,4,1,350053
2278,1,4,449573
2007,3,4,463819
2203,4,1,438290
2685,1,2,500708
1403,1,2,301780
2192,2,4,471372
2071,1,2,407968
2472,1,4,496793
2889,2,4,576886
2873,2,1,518219
2417,3,4,495409
1700,1,3,352861
1788,3,4,406144
2360,5,1,467411
1356,4,3,341831
1883,6,4,445316
1630,4,2,367631
1411,2,3,323948
2123,4,4,479321
2394,5,4,513771
2300,2,4,471347
2059,2,4,466036
1823,3,2,378560
1737,5,1,360954
2435,6,1,493082
1744,1,3,375843
1729,2,3,370573
2205,1,2,421356
1509,5,1,348226
2042,1,2,393239
1735,1,2,352941
1664,2,2,360981
1875,4,3,419729
2377,6,1,482785
2088,6,4,481259
2146,6,1,449954
2379,5,2,485833
2311,1,1,459899
1910,4,4,428885
2278,3,3,456094
1915,4,4,441950
2219,4,2,460471
2520,4,1,482445
2260,2,3,446230
1376,2,4,329613
1751,6,2,381542
2323,1,2,417972
922,1,3,233792
2161,5,3,476448
2133,1,3,417018
3363,3,3,642736
2216,4,1,433670
1945,3,4,439046
2581,4,3,536314
1827,1,3,383074
2021,3,1,377081
2044,4,1,403698
2300,3,4,487483
1538,6,4,393051
2416,3,1,450910
1737,3,3,393725
3029,4,1,566104
1243,6,2,349345
1621,4,3,364542
985,2,1,230352
3482,2,1,614061
1386,4,1,312558
2380,6,3,522349
2363,6,2,483491
1546,1,1,301032
2386,4,3,493289
1465,6,2,377334
1593,4,1,351584
1219,1,3,280671
2334,2,3,474179
1020,5,2,273041
2196,4,4,486950
1938,2,2,402094
2871,5,2,560733
2016,6,2,434378
2423,3,3,491061
2255,6,3,483861
1948,1,4,395934
2557,4,2,506694
2189,4,3,466176
2449,2,2,478700
1536,6,2,359295
2264,5,4,502899
2400,3,3,492245
1455,4,3,350076
1963,1,2,394149
1130,1,1,232660
1206,4,1,279176
1970,2,3,413914
2900,2,1,514296
2938,2,4,563055
1847,1,4,399048
1524,2,3,344378
2463,3,2,462433
998,5,4,315443
1798,6,1,392838
1625,4,2,357500
1956,3,4,431454
2687,2,3,503441
705,3,1,191138
2155,4,3,474201
2171,1,1,412634
1969,6,2,428542
2145,4,4,469016
2257,5,1,471041
2079,3,1,408618
982,6,1,285670
1555,5,3,383815
2798,1,4,538597
1416,4,2,324920
2040,1,2,386823
1639,3,4,387221
2297,2,1,426592
1898,1,4,387211
2327,6,1,480248
2191,5,3,483149
1805,5,1,375413
885,4,1,236199
1566,3,4,377737
1396,1,2,287810
1393,5,4,370851
2251,2,1,419389
3012,4,2,571848
767,3,1,225464
1246,3,1,278685
2116,3,1,415399
1873,3,3,416872
2226,1,4,468590
1976,6,2,443432
2658,5,3,543399
2285,6,2,468277
2438,1,3,493961
2508,3,1,463528
1403,5,2,322487
2293,4,4,489551
2321,1,1,409710
1829,3,3,399920
1825,4,4,423484
1839,5,1,392220
1560,6,2,353821
1309,2,3,313911
3072,5,4,628426
2540,5,3,517473
2012,3,3,434577
1266,6,4,370441
2272,5,1,454171
1817,6,1,397857
1921,1,2,387802
3123,2,3,588169
2948,3,3,559010
817,3,4,271218
2182,5,2,449803
2082,5,3,462811
2177,5,2,452344
1721,2,1,338426
2001,1,4,397833
1453,6,3,366980
2518,5,1,480987
2503,6,4,551192
2820,4,2,540057
1613,6,1,374410
2134,6,4,486600
3021,5,2,587392
1662,5,1,361349
1495,4,3,357465
2150,6,4,491869
2582,2,1,460751
1666,2,1,338504
2966,2,2,534128
1542,5,2,370598
2329,2,1,424856
1661,5,4,407268
1767,5,4,424226
2411,1,2,448208
1895,4,2,409669
1240,5,2,316461
1600,1,3,338885
2360,2,1,434344
2198,1,3,447761
2362,1,4,474557
1698,3,1,341472
1470,4,3,345844
1590,6,4,423722
1624,3,2,363209
1976,4,2,411716
1408,3,1,306374
2532,2,4,511043
2257,6,2,489214
1567,3,3,347538
1900,3,3,415953
1556,1,4,365099
1925,6,2,419528
1582,6,2,367317
3071,6,2,587387
1204,5,1,301186
1365,3,4,354767
1881,1,1,350186
2046,3,3,415336
2050,5,1,431902
2458,5,1,482008
2221,6,1,464623
1539,4,4,376671
2531,1,3,477197
2314,2,1,433044
2693,6,4,568548
2025,6,2,436103
2545,5,4,558554
638,6,4,269215
1757,1,4,382477
1543,5,3,391277
2350,3,3,465286
1630,6,4,409075
2487,4,4,534429
2393,5,3,505628
1696,2,3,372452
2119,6,1,459144
1892,2,4,401746
2058,6,3,468645
2374,6,1,483079
1837,3,4,428785
1171,4,1,289368
2297,2,2,430470
2536,3,2,479555
1150,4,1,289945
1981,2,2,401088
1534,3,1,317491
2563,1,3,475873
2591,1,2,486746
1595,2,1,318900
1342,6,2,338766
2122,1,2,407993
